"voted2004","gender","ageY","ageC","educationC","incomeC","partyAffiliation","percentAttended"
"no","M",26.6004596191727,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",48.3694462683301,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.340909090909091
"no","M",39.2618734952944,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0
"no","F",47.3216239877435,"(45.8,54.2]","primary","> 75k","Unaffiliated/Other",0.294117647058824
"yes","F",55.2801488290654,"(54.2,108]","postsec","> 75k","Democrat",0.181818181818182
"yes","F",47.8824688115561,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.386363636363636
"yes","M",61.632742394397,"(54.2,108]","secondary","< 35k","Republican",0.344827586206897
"no","M",46.514554607135,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0
"no","F",53.6003501860363,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.318181818181818
"no","F",32.6958853140731,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.0454545454545455
"yes","M",61.5752899978113,"(54.2,108]","primary","35k-75k","Republican",0.375
"yes","M",47.225869993434,"(45.8,54.2]","secondary","< 35k","Democrat",0.136363636363636
"yes","F",37.6367914204421,"(36.7,45.8]","secondary","< 35k","Democrat",0.230769230769231
"yes","F",51.1052746771722,"(45.8,54.2]","primary","35k-75k","Democrat",0.590909090909091
"yes","F",50.2817903261108,"(45.8,54.2]","primary","> 75k","Unaffiliated/Other",0.272727272727273
"yes","M",37.9049026045086,"(36.7,45.8]","secondary","< 35k","Democrat",0.318181818181818
"yes","F",52.8124316042898,"(45.8,54.2]","secondary","35k-75k","Republican",0.545454545454545
"no","F",32.3703217334209,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.241379310344828
"yes","F",52.4485664259138,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.181818181818182
"no","M",19.7690960822937,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","M",62.6805646749836,"(54.2,108]","secondary","> 75k","Democrat",0.113636363636364
"yes","M",35.0240752899978,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.181818181818182
"yes","M",38.9581965419129,"(36.7,45.8]","primary","35k-75k","Republican",0.571428571428571
"no","M",71.1041803458087,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0.5
"no","M",24.236703873933,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0
"yes","F",79.1885532939374,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.0769230769230769
"no","F",34.9310571240972,"(19.2,36.7]","postsec","> 75k","Unaffiliated/Other",0.130434782608696
"yes","M",46.913985554826,"(45.8,54.2]","secondary","35k-75k","Democrat",0.477272727272727
"no","F",38.627161304443,"(36.7,45.8]","primary","> 75k","Unaffiliated/Other",0.4375
"yes","F",49.8002845261545,"(45.8,54.2]","secondary","35k-75k","Democrat",0.34375
"yes","F",35.3605821842854,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.25
"yes","M",59.102101116218,"(54.2,108]","secondary","< 35k","Democrat",0.431818181818182
"yes","M",44.4654191289122,"(36.7,45.8]","secondary","35k-75k","Democrat",0.5
"yes","M",50.4623550010943,"(45.8,54.2]","secondary","> 75k","Republican",0.363636363636364
"no","F",79.7685489166119,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.204545454545455
"yes","F",53.5456336178595,"(45.8,54.2]","secondary","35k-75k","Democrat",0.25
"yes","F",53.8602538848763,"(45.8,54.2]","postsec","35k-75k","Democrat",0.545454545454545
"yes","M",55.6959947472095,"(54.2,108]","primary","> 75k","Unaffiliated/Other",0
"yes","M",67.4710002188663,"(54.2,108]","secondary","35k-75k","Democrat",0.340909090909091
"yes","F",34.9283212956883,"(19.2,36.7]","secondary","35k-75k","Democrat",0.384615384615385
"yes","M",52.8507332020136,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.545454545454545
"yes","F",44.8484351061501,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.375
"yes","M",91.4587437075947,"(54.2,108]","postsec","> 75k","Democrat",0.431818181818182
"no","F",41.0456336178595,"(36.7,45.8]","secondary","> 75k","Democrat",0.568181818181818
"no","M",26.0532939374042,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0.0588235294117647
"yes","M",70.6390895163055,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.295454545454545
"yes","F",40.5887502735828,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.375
"yes","M",20.6500328299409,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"yes","F",52.2160210111622,"(45.8,54.2]","postsec","35k-75k","Unaffiliated/Other",0.214285714285714
"yes","F",51.4116874589626,"(45.8,54.2]","secondary","< 35k","Democrat",0.269230769230769
"yes","F",22.485773692274,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0714285714285714
"yes","M",50.9110308601445,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0.0681818181818182
"no","M",36.1758590501204,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0227272727272727
"yes","F",54.1475158678048,"(45.8,54.2]","secondary","< 35k","Democrat",0.386363636363636
"yes","M",56.8231560516524,"(54.2,108]","primary","< 35k","Republican",0.5
"no","F",22.313416502517,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0
"yes","F",82.8819216458744,"(54.2,108]","secondary","35k-75k","Republican",0.431818181818182
"no","M",29.6180783541256,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.114285714285714
"yes","F",45.9099365287809,"(45.8,54.2]","secondary","> 75k","Republican",0.368421052631579
"yes","F",48.213504049026,"(45.8,54.2]","secondary","35k-75k","Democrat",0.230769230769231
"no","M",37.7571678704312,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0
"no","M",59.1814401400744,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.25
"yes","F",72.4064346684176,"(54.2,108]","secondary","> 75k","Republican",0.235294117647059
"yes","F",49.1901947909827,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.0454545454545455
"yes","M",23.0767126285839,"(19.2,36.7]","primary","35k-75k","Democrat",0.214285714285714
"yes","F",49.1382140512147,"(45.8,54.2]","secondary","35k-75k","Democrat",0.428571428571429
"yes","M",45.1192821186255,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.386363636363636
"no","F",51.6688553293937,"(45.8,54.2]","secondary","35k-75k","Republican",0.431818181818182
"yes","F",57.0338148391333,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.363636363636364
"yes","F",41.2809148610199,"(36.7,45.8]","secondary","35k-75k","Republican",0.272727272727273
"no","M",38.3699934340118,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.342857142857143
"yes","M",42.7828846574743,"(36.7,45.8]","primary","< 35k","Republican",0.130434782608696
"yes","M",52.4841321952287,"(45.8,54.2]","secondary","< 35k","Republican",0.431818181818182
"no","F",50.5909389363099,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0.159090909090909
"yes","F",48.8646312103305,"(45.8,54.2]","postsec","> 75k","Unaffiliated/Other",0.131578947368421
"yes","M",23.3502954694682,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.0588235294117647
"yes","M",45.8634274458306,"(45.8,54.2]","secondary","35k-75k","Republican",0.3
"yes","F",46.9386080105056,"(45.8,54.2]","secondary","35k-75k","Democrat",0.448275862068966
"yes","M",44.5639089516306,"(36.7,45.8]","secondary","35k-75k","Democrat",0.318181818181818
"yes","F",55.9777850733202,"(54.2,108]","secondary","35k-75k","Democrat",0.454545454545455
"yes","M",47.5103961479536,"(45.8,54.2]","postsec","35k-75k","Unaffiliated/Other",0.210526315789474
"no","F",77.0600787918582,"(54.2,108]","secondary","< 35k","Democrat",0.409090909090909
"yes","M",49.5267016852703,"(45.8,54.2]","secondary","> 75k","Republican",0.386363636363636
"yes","M",63.9198949441891,"(54.2,108]","postsec","> 75k","Unaffiliated/Other",0.386363636363636
"no","M",22.5651127161304,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.142857142857143
"yes","M",68.9346684175969,"(54.2,108]","primary","< 35k","Democrat",0.5
"yes","F",43.9401400744145,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.394736842105263
"yes","F",48.6950098489823,"(45.8,54.2]","primary","35k-75k","Republican",0.522727272727273
"no","M",43.6556139198949,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.263157894736842
"no","F",40.082622017947,"(36.7,45.8]","postsec","< 35k","Unaffiliated/Other",0.340909090909091
"yes","M",51.4581965419129,"(45.8,54.2]","secondary","35k-75k","Democrat",0.340909090909091
"yes","M",81.6644780039396,"(54.2,108]","postsec","> 75k","Republican",0.590909090909091
"yes","F",56.1008973517181,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.0909090909090909
"no","M",23.9029328080543,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0.0588235294117647
"no","F",40.3616765156489,"(36.7,45.8]","secondary","35k-75k","Republican",0.568181818181818
"no","F",71.358612387831,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.115384615384615
"yes","M",73.9111402932808,"(54.2,108]","primary","< 35k","Republican",0.272727272727273
"yes","M",47.0343620048151,"(45.8,54.2]","secondary","> 75k","Republican",0.386363636363636
"no","M",24.5157583716349,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0.0454545454545455
"no","F",57.6575837163493,"(54.2,108]","secondary","35k-75k","Democrat",0.75
"no","M",42.476471875684,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0
"yes","F",77.8862989713285,"(54.2,108]","secondary","> 75k","Democrat",0.363636363636364
"yes","M",37.5711315386299,"(36.7,45.8]","postsec","> 75k","Republican",0.448275862068966
"yes","F",44.2903261107463,"(36.7,45.8]","secondary","< 35k","Republican",0.342105263157895
"no","M",55.2582622017947,"(54.2,108]","primary","> 75k","Unaffiliated/Other",0.289473684210526
"yes","F",72.9481286933684,"(54.2,108]","secondary","< 35k","Republican",0.409090909090909
"no","F",30.4661851608667,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"yes","F",50.4213175749617,"(45.8,54.2]","postsec","> 75k","Republican",0.25
"yes","F",47.9453928649595,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.113636363636364
"yes","F",46.7142700809805,"(45.8,54.2]","secondary","35k-75k","Democrat",0.340909090909091
"yes","F",38.6572554169403,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.195121951219512
"yes","M",59.8900196979645,"(54.2,108]","primary","35k-75k","Democrat",0.340909090909091
"yes","M",50.6210330488072,"(45.8,54.2]","secondary","< 35k","Republican",0.25
"no","M",33.5576712628584,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.0344827586206897
"yes","F",49.4500984898227,"(45.8,54.2]","secondary","< 35k","Republican",0.568181818181818
"no","M",42.4846793609105,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0
"no","M",42.3943970234187,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.0227272727272727
"no","M",52.1968702123003,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0
"no","M",51.2256511271613,"(45.8,54.2]","postsec","> 75k","Unaffiliated/Other",0.447368421052632
"no","M",28.1872400963012,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0
"no","F",31.6507988618954,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0
"yes","M",39.7078135259357,"(36.7,45.8]","secondary","> 75k","Republican",0.35
"yes","M",38.5888597067192,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.0714285714285714
"yes","F",32.2718319107026,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.272727272727273
"yes","M",38.6134821623988,"(36.7,45.8]","secondary","> 75k","Republican",0.272727272727273
"no","M",46.8237032173342,"(45.8,54.2]","postsec","> 75k","Democrat",0.227272727272727
"yes","F",34.1923834537098,"(19.2,36.7]","primary","35k-75k","Republican",0.227272727272727
"yes","M",26.8220617202889,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.192307692307692
"yes","M",71.446158896914,"(54.2,108]","secondary","35k-75k","Republican",0.363636363636364
"no","F",30.460713504049,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0
"yes","F",34.3784197855111,"(19.2,36.7]","secondary","< 35k","Democrat",0.0714285714285714
"no","F",38.0936747647188,"(36.7,45.8]","primary","< 35k","Unaffiliated/Other",0.0434782608695652
"yes","M",55.9887283869556,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.25
"no","F",30.1898664915736,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.0789473684210526
"yes","M",67.6652440358941,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.159090909090909
"yes","M",27.5443204202232,"(19.2,36.7]","secondary","35k-75k","Republican",0.4
"no","F",72.4310571240972,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.477272727272727
"yes","M",20.3983366163274,"(19.2,36.7]","postsec","> 75k","Unaffiliated/Other",0
"yes","M",47.4611512365944,"(45.8,54.2]","primary","35k-75k","Republican",0.318181818181818
"yes","F",47.1820967388925,"(45.8,54.2]","primary","< 35k","Unaffiliated/Other",0.295454545454545
"yes","F",37.1224556795798,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.0487804878048781
"yes","M",50.8289560078792,"(45.8,54.2]","secondary","> 75k","Republican",0.272727272727273
"yes","M",63.6599912453491,"(54.2,108]","secondary","35k-75k","Democrat",0.454545454545455
"yes","F",44.9469249288685,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.0909090909090909
"yes","M",37.483585029547,"(36.7,45.8]","secondary","> 75k","Republican",0.310344827586207
"yes","F",104.921755307507,"(54.2,108]","primary","< 35k","Democrat",0.204545454545455
"yes","M",56.1802363755745,"(54.2,108]","secondary","35k-75k","Republican",0.295454545454545
"yes","F",67.1837382359379,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.386363636363636
"yes","F",30.9914642153644,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.0227272727272727
"no","F",62.3495294375137,"(54.2,108]","postsec","< 35k","Unaffiliated/Other",0.0227272727272727
"no","F",60.4070912672357,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0
"yes","M",42.8622236813307,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.142857142857143
"yes","F",48.3776537535566,"(45.8,54.2]","postsec","< 35k","Democrat",0.590909090909091
"yes","F",61.9200043773255,"(54.2,108]","primary","> 75k","Democrat",0.204545454545455
"yes","F",53.7727073757934,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.409090909090909
"yes","F",67.8075071131539,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.181818181818182
"yes","M",65.8541256292405,"(54.2,108]","secondary","35k-75k","Republican",0.318181818181818
"yes","F",43.5407091267236,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.454545454545455
"no","F",29.317137229153,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0
"no","F",58.2922959072007,"(54.2,108]","primary","> 75k","Democrat",0.473684210526316
"yes","M",41.3930838257824,"(36.7,45.8]","secondary","> 75k","Republican",0.478260869565217
"yes","F",34.6602101116218,"(19.2,36.7]","secondary","35k-75k","Democrat",0.272727272727273
"yes","F",31.0625957539943,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.0227272727272727
"no","F",51.854891661195,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0
"no","M",46.7826657912016,"(45.8,54.2]","primary","> 75k","Unaffiliated/Other",0.318181818181818
"yes","F",57.5016414970453,"(54.2,108]","secondary","< 35k","Democrat",0.454545454545455
"no","F",53.9888378200919,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.204545454545455
"yes","F",39.2044210987087,"(36.7,45.8]","postsec","> 75k","Republican",0.428571428571429
"yes","F",45.2259794265704,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0.263157894736842
"yes","M",44.487305756183,"(36.7,45.8]","primary","> 75k","Unaffiliated/Other",0.195121951219512
"yes","M",50.659334646531,"(45.8,54.2]","secondary","< 35k","Democrat",0.477272727272727
"no","M",25.5663164806303,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.25
"yes","F",30.6549573210768,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.15
"yes","M",45.7266360253885,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0
"yes","M",40.7556358065222,"(36.7,45.8]","secondary","< 35k","Democrat",0.477272727272727
"yes","M",41.6529875246225,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0
"yes","F",45.8087108776538,"(45.8,54.2]","secondary","35k-75k","Republican",0.4375
"no","M",50.7058437294813,"(45.8,54.2]","primary","> 75k","Unaffiliated/Other",0.113636363636364
"no","F",60.0322827752243,"(54.2,108]","secondary","35k-75k","Democrat",0.522727272727273
"yes","F",43.6610855767126,"(36.7,45.8]","secondary","35k-75k","Republican",0.5
"no","M",63.8788575180565,"(54.2,108]","primary","< 35k","Republican",0.692307692307692
"no","M",43.0701466404027,"(36.7,45.8]","secondary","35k-75k","Republican",0.4375
"yes","M",56.4921208141825,"(54.2,108]","primary","> 75k","Republican",0.590909090909091
"yes","F",55.8875027358284,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.295454545454545
"no","M",53.397898883782,"(45.8,54.2]","primary","35k-75k","Democrat",0.181818181818182
"no","F",46.4653096957759,"(45.8,54.2]","secondary","< 35k","Democrat",0.545454545454545
"yes","M",44.4790982709564,"(36.7,45.8]","primary","< 35k","Unaffiliated/Other",0.130434782608696
"no","M",49.896038520464,"(45.8,54.2]","primary","35k-75k","Democrat",0.477272727272727
"no","F",32.4906981834099,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","M",41.5927992996279,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.2
"yes","M",66.2672357189757,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.25
"no","F",69.3559859925585,"(54.2,108]","secondary","35k-75k","Republican",0.454545454545455
"no","M",53.9915736485008,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0.0909090909090909
"yes","F",84.4030422411906,"(54.2,108]","primary","35k-75k","Democrat",0.5
"yes","F",51.2420660976144,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.227272727272727
"yes","M",104.921755307507,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.318181818181818
"yes","M",63.6545195885314,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.181818181818182
"yes","F",52.1366819873058,"(45.8,54.2]","primary","> 75k","Republican",0.227272727272727
"yes","M",32.7423943970234,"(19.2,36.7]","secondary","35k-75k","Republican",0.214285714285714
"yes","M",66.2344057780696,"(54.2,108]","primary","35k-75k","Republican",0.340909090909091
"yes","M",43.5516524403589,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.131578947368421
"yes","M",71.6486101991683,"(54.2,108]","secondary","35k-75k","Democrat",0.136363636363636
